REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
AFR,Lesotho,2084182,Middle,2,2,3,1,999,4,3,3,Survey Report on Prevalence of Diabetes and Hypertension,2001,National,15+,Current tobacco smoking,47.9,34.2,39.3,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,4,1,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,Yes in most,Yes in some,Yes in most,Yes in some,Yes in some,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,10,Yes,No,No,No,No,No,NR,Yes,10,22,LSL,4.95,2.36,25%,0%,0%,38%,25%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,100000.00,LSL,12104.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,z,NA,NA,z,z,NA,NA,z,NA,NA,NA,NA,NA,NA,z,NA,NA
AFR,Liberia,4101767,Low,2,2,3,2,999,2,3,2,Demographic and Health Survey,2007,National,Males: 15 - 49 - ,Current cigarette smoking,15.2,988,988,NR,988,988,988,Current users of smokeless tobacco,4,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,Yes in some,Yes in some,Yes in some,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,50,LRD,NR,0.78,0%,6%,22%,41%,6%,35%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Libyan Arab Jamahiriya,6545619,Middle,3,4,3,2,999,4,2,2,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,NA,2,6,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,No,No,No,No,No,NR,No,999,1,LYD,0.78,0.8,0%,2%,0%,2%,2%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Lithuania,3255324,Middle,4,3,4,3,999,4,4,2,Health Behaviour among Lithuanian Adult Population,2008,National,20 - 64,Daily tobacco smoking,39,14,24,Current tobacco smoking,41,17.4,27.7,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,Yes,Yes,No,NA,10,5,Yes,Yes,No,No,Yes,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,NR,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,No,No,Yes,No,No,10,5,LTL,2.89,2.04,32%,20%,0%,68%,52%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,No,999,60000.00,LTL,21578.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Luxembourg,491772,High,3,3,1,3,999,4,4,1,Le tabagisme au Luxembourg,2004,National,15+,Current tobacco smoking,36,26,31,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,Yes,Yes,Yes,No,No,No,No,NA,NR,3,Yes,Yes,Yes,No,No,NR,NR,. . .,. . .,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Yes,39,32,45,Yes,17,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,16,32,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,No,Yes,Yes,Yes,No,No,No,Yes,988,3.2,EUR,3.26,4.45,10%,47%,0%,70%,57%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,NR,NR,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Madagascar,20146442,Low,2,2,3,4,999,5,4,4,Enquête sur les facteurs de risque des maladies non transmissibles à Madagascar,2005,Subnational,25 - 64,Daily tobacco smoking,988,988,0.141,Current tobacco smoking,988,988,17.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,Yes in some,No,NR,Yes,50,50,50,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,50,50,50,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,1400,MGA,1.75,0.75,0%,50%,0%,67%,50%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,13,88000000.00,MGA,51511.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Malawi,15691784,Low,3,2,2,2,999,2,4,2,"World Health Survey, Malawi",2003,National,18+,Daily tobacco smoking,20.6,5.1,12.7,Current tobacco smoking,25.5,6.1,15.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,150,MWK,2.92,1.03,37%,0%,0%,51%,37%,14%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Malaysia,27913990,Middle,3,2,4,5,999,4,4,4,The Third National Health and Morbidity Survey,2006,National,18+,Current tobacco smoking,46.4,1.6,21.5,NR,988,988,988,Tobacco chewers,0.5,3.1,0.6,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,No,Yes in some,Yes in some,Yes,50,40,60,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,988,No,Yes,No,No,No,Yes,No,Yes,988,9,MYR,4.69,2.6,40%,9%,0%,54%,49%,5%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,5,NR,NA,NR,c,c,c,NA,NA,NA,NA,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Maldives,313920,Middle,2,2,3,3,999,4,3,3,Maldives STEPS Survey,2004,Subnational,25 - 64,Daily tobacco smoking,35.6,10.3,988,Current tobacco smoking,37.5,11.8,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,NA,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,Yes in some,Yes in some,No,Yes in some,No,Yes,30,30,30,Yes,5,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,30,30,30,Yes,5,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,No,No,No,No,No,Yes,9,19,MVR,2.03,1.48,0%,0%,30%,30%,0%,30%,NR,NR,4.00,MVR,0.43,0.31,0%,0%,0%,0%,NA,No,Yes,2,3310.00,MVR,258.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mali,13323104,Low,3,2,3,2,999,4,2,3,Mali STEPS Survey,2007,Subnational,15 - 64,Daily tobacco smoking,28.6,1.7,12.4,Current tobacco smoking,30.8,2,13.5,Current users of smokeless tobacco,5,1.2,2.7,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,Yes,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,Yes in some,Yes,966,966,966,Yes,988,No,No,No,No,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Yes,988,988,988,Yes,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,Yes,No,Yes,No,Yes,No,No,4,No,No,No,No,No,Yes,No,No,4,700,XOF,2.7,1.49,0%,5%,0%,21%,5%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,1,5000000.00,XOF,11165.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Malta,409999,High,4,3,4,3,999,4,5,3,European Health Interview Survey (EHIS) Malta,2008,National,15 - 79,Daily tobacco smoking,25.6,15.8,20.3,Current tobacco smoking,31,21.4,25.7,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,No,No,No,No,Yes,NA,3,3,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,No,No,Yes,39,32,45,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,Yes,Yes,Yes,No,No,5,3.5934,EUR,6.24,5,12%,49%,0%,76%,61%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,1,32347.00,EUR,47382.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Marshall Islands,63398,Middle,1,5,4,2,999,2,3,4,Noncommunicable Diseases Risk Factors STEPS Report,2002,National,15 - 64,Daily tobacco smoking,34.7,4.2,19.8,Occasional tobacco smoking,4.9,1.8,3.3,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,8,Yes,Yes,Yes,Yes,No,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,No,No,NR,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,,No,No,No,No,Yes,No,No,1,No,Yes,Yes,No,No,No,No,No,1,2.5,USD,NR,2.5,0%,0%,40%,40%,0%,40%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,5,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mauritania,3365675,Low,4,2,2,2,999,2,2,2,Enquête STEPS OMS,2006,National,15 - 64,Daily tobacco smoking,32.7,4.8,17.8,Occasional tobacco smoking,1.4,0.9,1.1,Current users of smokeless tobacco,5.7,28.3,9,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,0,1,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,350,MRO,2.59,1.35,0%,0%,8%,20%,0%,20%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mauritius,1296569,Middle,3,4,3,5,999,4,5,2,Mauritius STEPS Survey,2004,National,20 - 74,Current tobacco smoking,35.9,5.1,988,Current cigarette smoking,988,988,18,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,7,7,Yes,Yes,Yes,No,Yes,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,Yes in some,No,Yes in some,Yes,65,40,90,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,No,No,Yes,8,65,MUR,3.87,2.05,68%,0%,0%,81%,68%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,No,999,1030750.00,MUR,32916.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Mexico,110645154,Middle,2,1,4,3,999,2,4,4,Encuesta Nacional de Salud y Nutrición,2006,National,20+,Daily cigarette smoking,21.6,6.5,13.3,Current cigarette smoking,30.4,9.5,18.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988, * ,Yes, * , * , * , * , * ,Yes,NA,3,2,Yes,Yes,Yes,Yes,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in some,Yes in some,Yes in some,No,Yes,65,30,100,No,999,Yes,No,No,No,Yes,Yes,NR,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,988,988,988,NR,988,Yes,NR,NR,NR,Yes,NR,NR,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,Yes,No,No,No,Yes,No,No,6,Yes,Yes,Yes,Yes,No,No,No,Yes,5,28,MXN,3.58,2.07,0%,48%,0%,61%,48%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,5,200000.00,MXN,17969.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Micronesia (Federated States of),111101,Middle,2,2,3,2,999,2,4,3,The Federated States of Micronesia (Pohnpei) Noncommunicable Diseases Risk Factors STEPS Report,2002,Subnational,25 - 64,Daily tobacco smoking,34.8,16.1,25.5,Current tobacco smoking,42,21,31.6,Current users of smokeless tobacco,22.4,3,11.4,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,No,No,NR,NR,Yes,No,NA,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in some,Yes in some,Yes in some,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,1.5,USD,NR,1.5,0%,25%,40%,65%,25%,40%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,174324.00,USD,174324.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,z,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
