REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
EMR,Libyan Arab Jamahiriya,6545619,Middle,3,5,3,2,2,4,2,2,Libyan Arab Jamahiriya STEPS Survey ,2009,National,25 - 64,Daily tobacco smoking,47.6,0.1,23.8,Current tobacco smoking,49.6,0.8,25.1,Current users of smokeless tobacco,2.2,0.1,1.2,47,45,977,977,42,39,977,977,24,23,21,20,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,3,8,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy,No,No,No,No,No,Yes,25,50,0,Yes,1,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,25,50,0,Yes,1,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,9,No,Yes,No,Yes,No,Yes,Yes,Yes,6,1.00,LYD,0.99,1.31,0%,2%,0%,2%,2%,0%,0.99,0.99,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Lithuania,3255324,Middle,4,3,4,3,2,4,5,2,Health Behaviour among Lithuanian Adult Population,2008,National,20 - 64,Daily tobacco smoking,39,14,24,Current tobacco smoking,41,17.4,27.7,NR,988,988,988,50,42,22,15,50,42,22,15,36,28,36,28,Yes,Yes,Yes,No,No,Yes,Yes,No,NA,8,5,Yes,Yes,No,No,Yes,No,NA,No,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,No,Yes in some,NR,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,No,No,Yes,No,No,8,7.60,LTL,4.55,2.87,35%,25%,0%,77%,60%,17%,4.55,3.65,NA,NA,NA,NA,999,999,999,999,Yes,Yes,No,999,60000.00,LTL,25455.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Luxembourg,491772,High,4,3,4,3,1,4,4,1,"Fondation Luxembourgeoise Contre le Cancer, les habitudes tabagiques au Luxembourg",2009,National,15+,Daily tobacco smoking,22,17,19,Current tobacco smoking,28,21,24,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,Yes,Yes,Yes,No,No,No,No,NA,988,3,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,NR,NR,Yes,39,32,45,Yes,17,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,16,32,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,Yes,No,Yes,No,No,988,No,Yes,Yes,Yes,No,No,No,Yes,988,3.68,EUR,3.70,4.79,9%,48%,0%,70%,57%,13%,3.7,3.22,NA,NA,NA,NA,999,999,999,999,Yes,NR,NR,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Madagascar,20146442,Low,2,2,3,4,4,5,5,4,Enquête sur les facteurs de risque des maladies non transmissibles à Madagascar,2005,Subnational,25 - 64,Daily tobacco smoking,988,988,0.141,Current tobacco smoking,988,988,17.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,No,No,Yes in some,No,NR,Yes,50,50,50,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,50,50,50,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,2000.00,MGA,2.16,0.92,0%,60%,0%,76%,60%,17%,2.16,1.4,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,13,88000000.00,MGA,51511.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Malawi,15691784,Low,3,2,2,2,2,2,1,2,Malawi STEPS Survey,2009,National,25 - 64,Daily tobacco smoking,22.8,2.4,12.4,Current tobacco smoking,25.9,2.9,14.1,Current users of smokeless tobacco,1.9,5,3.5,26,20,4,3,23,17,2,1,15,11,12,9,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Malaysia,27913990,Middle,3,2,4,5,5,4,4,4,The Third National Health and Morbidity Survey,2006,National,18+,Current tobacco smoking,46.4,1.6,21.5,NR,988,988,988,Tobacco chewers,0.5,3.1,0.6,50,41,2,2,46,36,2,1,26,21,24,19,No,No,No,No,No,No,No,No,NA,999,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,No,Yes in some,Yes in some,Yes,50,40,60,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8,No,Yes,Yes,No,No,Yes,No,Yes,9,10.00,MYR,5.54,3.14,38%,10%,0%,52%,48%,5%,5.54,3.88,NA,NA,NA,NA,999,999,999,999,Yes,No,Yes,5,NR,NR,NR,c,c,c,NA,NA,NA,NA,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Maldives,313920,Middle,2,5,3,3,2,4,3,3,Maldives STEPS Survey,2004,Subnational,25 - 64,Daily tobacco smoking,35.6,10.3,988,Current tobacco smoking,37.5,11.8,988,NR,988,988,988,43,38,11,9,36,30,7,5,27,24,21,18,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,988,8,Yes,Yes,Yes,No,Yes,No,NA,No,No,NA,No,NA,No,NA,Yes in some,Yes in some,No,Yes in some,No,Yes,30,30,30,Yes,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,30,30,30,Yes,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,19.00,MVR,1.82,1.48,0%,0%,32%,32%,0%,32%,1.82,1.15,4.00,MVR,0.38,0.31,0%,0%,0%,0%,No,No,Yes,2,3310.00,MVR,258.59,y,y,y,y,y,y,NA,y,y,NA,y,y,y,y,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,NA,NA,y,y,NA,y,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,NA,NA,y,y,NA,y,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,y,y,y,NA,NA,NA
AFR,Mali,13323104,Low,2,2,3,2,2,4,2,3,Mali STEPS Survey,2007,Subnational,15 - 64,Daily tobacco smoking,28.6,1.7,12.4,Current tobacco smoking,30.8,2,13.5,Current users of smokeless tobacco,5,1.2,2.7,28,26,2,2,22,19,977,977,15,14,11,10,No,No,No,No,No,No,No,No,NA,999,0,Yes,Yes,Yes,Yes,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,No,No,No,No,Yes in some,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,5,No,Yes,Yes,No,No,Yes,No,Yes,4,700.00,XOF,2.56,1.39,0%,6%,0%,22%,6%,16%,2.56,0.73,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,1,5000000.00,XOF,11165.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Malta,409999,High,4,5,4,4,4,4,5,3,European Health Interview Survey (EHIS) Malta,2008,National,15 - 79,Daily tobacco smoking,25.6,15.8,20.3,Current tobacco smoking,31,21.4,25.7,NR,988,988,988,30,26,21,18,30,26,21,18,26,22,26,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,8,Yes,Yes,Yes,No,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,No,No,Yes,39,32,45,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,8,No,Yes,Yes,Yes,Yes,Yes,No,No,8,4.00,EUR,6.78,5.21,11%,50%,0%,76%,61%,15%,6.78,5.42,NA,NA,NA,NA,999,999,999,999,Yes,No,Yes,1,32347.00,EUR,47382.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Marshall Islands,63398,Middle,2,5,4,2,2,2,3,4,Noncommunicable Diseases Risk Factors STEPS Report,2002,National,15 - 64,Daily tobacco smoking,34.7,4.2,19.8,Occasional tobacco smoking,4.9,1.8,3.3,NR,988,988,988,36,30,7,4,36,30,7,4,21,17,21,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,988,8,Yes,Yes,Yes,Yes,No,No,NA,No,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,No,No,No,No,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,988,No,Yes,Yes,No,No,No,No,No,988,2.75,USD,NR,2.75,0%,0%,36%,36%,0%,36%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,5,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mauritania,3365675,Low,4,2,2,2,1,2,2,2,Enquête STEPS OMS,2006,National,15 - 64,Daily tobacco smoking,32.7,4.8,17.8,Occasional tobacco smoking,1.4,0.9,1.1,Current users of smokeless tobacco,5.7,28.3,9,29,27,4,3,24,20,977,977,17,15,12,10,Yes,No,No,No,No,No,No,No,NA,2,1,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,400.00,MRO,2.78,1.51,0%,0%,8%,20%,0%,20%,2.78,1.39,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mauritius,1296569,Middle,2,4,4,5,2,4,4,2,Mauritius STEPS Survey,2004,National,20 - 74,Current tobacco smoking,35.9,5.1,988,Current cigarette smoking,988,988,18,NR,988,988,988,31,24,2,1,31,24,2,1,16,13,16,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,5,7,Yes,Yes,Yes,No,Yes,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,Yes in some,Yes,65,60,70,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,No,No,Yes,10,75.00,MUR,4.39,2.48,59%,0%,0%,72%,59%,13%,4.39,3.51,NA,NA,NA,NA,999,999,999,999,No,Yes,No,999,2061500.00,MUR,66 967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Mexico,110645154,Middle,2,1,4,5,2,2,4,4,Global Adult Tobacco Survey,2009,National,15+,Daily tobacco smoking,11.8,3.7,7.6,Current tobacco smoking,24.8,7.8,15.9,Current users of smokeless tobacco,0.3,0.3,0.3,24,12,8,4,24,12,7,4,16,8,16,8, * ,Yes, * , * , * , * , * ,Yes,NA,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in some,Yes in some,Yes in some,Yes in some,Yes,65,30,100,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,65,30,100,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,Yes,No,No,8,Yes,Yes,Yes,Yes,No,No,No,Yes,5,30.00,MXM,3.61,2.37,3%,46%,0%,63%,49%,14%,3.61,2.41,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,5,200000.00,MXN,17969.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Micronesia (Federated States of),111101,Middle,2,2,3,2,2,2,4,3,The Federated States of Micronesia (Pohnpei) Noncommunicable Diseases Risk Factors STEPS Report,2002,Subnational,25 - 64,Daily tobacco smoking,34.8,16.1,25.5,Current tobacco smoking,42,21,31.6,Current users of smokeless tobacco,22.4,3,11.4,30,25,18,13,30,25,18,13,24,19,24,19,No,No,No,No,No,No,No,No,NA,999,0,Yes,Yes,Yes,No,No,Yes,No,Yes,No,NA,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in some,Yes in some,Yes in some,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,1.50,USD,NR,1.50,0%,25%,47%,72%,25%,47%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,2,174324.00,USD,174324.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,z,z,NA,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Monaco,32904,High,1,2,4,1,1,2,1,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,Yes,Yes,No,No,No,No,No,NA,8,2,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy,NR,Yes in most,Yes in most,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,999,5.60,EUR,NR,7.30,0%,0%,0%,988,988,988,NR,NR,NA,NA,NA,NA,999,999,999,999,No,NR,NR,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Mongolia,2701117,Middle,4,2,4,4,5,4,3,4,Mongolia STEPS Survey,2009,National,15 - 64,Daily tobacco smoking,43,5.2,24.3,Current tobacco smoking,48,6.9,27.7,Current users of smokeless tobacco,2.8,0.5,1.7,48,42,6,5,48,42,6,5,27,24,27,24,No,No,No,No,No,No,No,Yes,NA,3,1,Yes,Yes,Yes,Yes,Yes,No,NA,No,Yes,Pharmacy,No,NA,No,NA,Yes in some,Yes in some,Yes in some,No,NR,Yes,33,33,33,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,33,33,33,No,999,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4,1500.00,MNT,1.94,1.11,22%,0%,2%,33%,22%,11%,1.94,0.52,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,9,79900000.00,MNT,68540.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
